Date,Open,High,Low,Close,Volume,ticker
2019-01-01,74.01,74.25,72.85,74.02,39513248,AMZN
2019-01-02,72.9,74.25,72.84,73.8,77310777,AMZN
2019-01-03,77.24,78.38,76.39,76.54,50174794,AMZN
2019-01-04,77.88,78.8,77.26,77.69,40554361,AMZN
2019-01-07,76.13,76.64,74.87,75.06,51018669,AMZN
2019-01-08,75.67,76.15,74.97,75.12,42889557,AMZN
2019-01-09,74.21,75.44,73.99,74.18,15889884,AMZN
2019-01-10,73.85,74.91,73.28,74.47,84081216,AMZN
2019-01-11,70.4,72.31,69.67,72.01,45308367,AMZN
2019-01-14,71.97,72.88,71.85,72.44,56031576,AMZN
2019-01-15,73.67,74.58,72.64,72.86,44189828,AMZN
2019-01-16,75.21,75.8,75.02,75.43,55708558,AMZN
2019-01-17,75.3,76.5,74.39,76.0,88001044,AMZN
2019-01-18,77.05,77.52,76.2,76.9,6107113,AMZN
2019-01-21,75.05,76.6,74.39,74.53,73820285,AMZN
2019-01-22,80.46,82.0,78.11,78.28,15887991,AMZN
2019-01-23,74.39,75.41,74.38,75.19,25666018,AMZN
2019-01-24,76.73,77.19,76.58,77.05,52796087,AMZN
2019-01-25,75.63,77.01,75.62,76.57,80055819,AMZN
2019-01-28,74.59,75.22,73.76,75.2,68007508,AMZN
2019-01-29,74.85,74.92,74.03,74.21,74655440,AMZN
2019-01-30,73.07,73.85,72.62,73.2,30612610,AMZN
2019-01-31,72.7,74.55,72.42,73.86,49236004,AMZN
2019-02-01,74.7,74.95,73.58,73.75,32984321,AMZN
2019-02-04,77.5,78.45,75.85,76.19,27684929,AMZN
2019-02-05,73.85,74.0,72.72,73.32,40681303,AMZN
2019-02-06,72.57,73.64,72.49,73.37,55784794,AMZN
2019-02-07,71.19,73.49,70.85,72.04,34299324,AMZN
2019-02-08,74.21,75.32,73.1,73.3,22592442,AMZN
2019-02-11,69.32,71.16,68.89,70.11,38972640,AMZN
2019-02-12,69.19,70.23,68.8,69.65,14238447,AMZN
2019-02-13,68.91,70.74,68.07,70.02,82069694,AMZN
2019-02-14,69.15,69.49,67.2,67.88,39797322,AMZN
2019-02-15,68.84,69.64,68.26,69.38,83704362,AMZN
2019-02-18,69.52,70.72,68.84,69.71,61388973,AMZN
2019-02-19,70.67,71.47,69.89,71.28,28675378,AMZN
2019-02-20,72.24,72.93,72.13,72.82,5531507,AMZN
2019-02-21,70.44,71.73,70.29,71.36,31938035,AMZN
2019-02-22,70.94,70.96,70.12,70.21,31002048,AMZN
2019-02-25,69.4,70.79,68.63,69.96,2244776,AMZN
2019-02-26,72.13,72.95,70.29,71.15,32843424,AMZN
2019-02-27,71.48,72.83,71.21,72.51,58343919,AMZN
2019-02-28,71.75,71.85,71.36,71.48,49676976,AMZN
2019-03-01,71.23,71.39,70.27,70.61,5447493,AMZN
2019-03-04,68.56,70.46,67.74,69.47,2938084,AMZN
2019-03-05,68.75,70.09,68.52,68.66,42584951,AMZN
2019-03-06,67.88,68.73,67.47,68.36,42181276,AMZN
2019-03-07,67.37,68.41,67.02,68.22,59320437,AMZN
2019-03-08,70.95,71.59,70.73,71.36,76914437,AMZN
2019-03-11,69.19,71.16,68.54,70.64,20156246,AMZN
2019-03-12,69.96,70.8,69.91,70.26,61530310,AMZN
2019-03-13,69.79,71.31,68.93,71.01,53201990,AMZN
2019-03-14,70.01,70.12,68.86,69.63,78591048,AMZN
2019-03-15,70.13,70.48,68.8,69.14,38083368,AMZN
2019-03-18,70.12,70.24,68.96,69.21,28462313,AMZN
2019-03-19,69.8,70.49,69.4,70.43,54600635,AMZN
2019-03-20,68.33,68.95,68.18,68.52,18096204,AMZN
2019-03-21,71.97,72.08,69.99,70.62,76091208,AMZN
2019-03-22,70.98,71.31,69.87,70.15,39547954,AMZN
2019-03-25,70.82,70.83,70.15,70.46,34040126,AMZN
2019-03-26,70.13,72.61,69.48,71.81,70609825,AMZN
2019-03-27,72.54,73.64,72.42,72.89,10894446,AMZN
2019-03-28,76.23,76.74,73.64,74.62,31196347,AMZN
2019-03-29,75.22,75.55,73.91,74.96,57241261,AMZN
2019-04-01,74.54,76.09,74.28,74.98,17112594,AMZN
2019-04-02,75.52,75.75,74.78,75.55,64382137,AMZN
2019-04-03,75.76,75.87,73.77,74.02,54238610,AMZN
2019-04-04,76.95,77.21,75.91,76.03,80354073,AMZN
2019-04-05,73.75,75.29,73.72,74.84,25573829,AMZN
2019-04-08,71.95,73.84,71.42,72.9,83651075,AMZN
2019-04-09,76.18,76.62,76.03,76.24,30886747,AMZN
2019-04-10,77.01,77.79,75.42,76.08,82069609,AMZN
2019-04-11,73.57,74.55,71.83,74.24,30713172,AMZN
2019-04-12,76.75,77.67,76.25,77.31,65676549,AMZN
2019-04-15,74.69,77.59,73.96,76.83,66262610,AMZN
2019-04-16,78.04,79.02,77.43,78.66,39947376,AMZN
2019-04-17,77.71,77.84,76.55,77.33,25791499,AMZN
2019-04-18,77.36,77.39,76.35,76.98,67795704,AMZN
2019-04-19,73.06,74.76,72.68,74.31,59275029,AMZN
2019-04-22,71.87,72.17,71.25,71.39,70484907,AMZN
2019-04-23,69.25,69.98,67.63,69.96,66054372,AMZN
2019-04-24,68.75,70.02,68.13,69.9,18215690,AMZN
2019-04-25,71.41,71.66,71.1,71.17,20549464,AMZN
2019-04-26,73.6,75.25,73.31,75.02,30632209,AMZN
2019-04-29,72.94,73.71,72.04,73.44,57574549,AMZN
2019-04-30,74.27,75.56,73.42,75.1,64504199,AMZN
2019-05-01,73.93,74.54,73.24,74.2,10995089,AMZN
2019-05-02,74.02,74.37,73.88,74.01,44329768,AMZN
2019-05-03,71.27,72.5,70.52,71.76,38546548,AMZN
2019-05-06,68.81,70.63,67.68,69.58,81285568,AMZN
2019-05-07,67.96,69.4,67.79,68.48,73236159,AMZN
2019-05-08,64.98,67.77,64.28,66.81,52739678,AMZN
2019-05-09,66.62,67.28,66.32,66.85,89274662,AMZN
2019-05-10,67.19,67.76,65.57,65.91,71551147,AMZN
2019-05-13,67.87,68.77,67.31,67.75,86581751,AMZN
2019-05-14,68.73,69.03,67.59,68.03,52195485,AMZN
2019-05-15,68.21,68.57,68.13,68.32,81175437,AMZN
2019-05-16,69.97,70.59,69.72,70.06,72549983,AMZN
2019-05-17,71.13,71.31,69.96,70.9,67550841,AMZN
2019-05-20,71.3,71.82,70.68,70.9,73418421,AMZN
2019-05-21,71.2,72.51,70.14,70.82,27212899,AMZN
2019-05-22,69.98,70.79,69.78,70.69,4860955,AMZN
2019-05-23,72.32,73.29,72.1,72.4,68501729,AMZN
2019-05-24,72.43,74.72,72.36,73.68,89806876,AMZN
2019-05-27,75.04,75.92,72.77,74.32,72534422,AMZN
2019-05-28,75.55,76.53,75.18,75.66,47602523,AMZN
2019-05-29,74.53,75.28,73.91,74.84,31043936,AMZN
2019-05-30,74.63,76.45,74.11,75.73,5263506,AMZN
2019-05-31,73.81,73.96,72.8,73.53,39237326,AMZN
2019-06-03,76.45,77.72,75.58,75.74,86733026,AMZN
2019-06-04,76.27,76.7,75.16,75.95,89796595,AMZN
2019-06-05,77.11,77.2,75.74,76.31,49521988,AMZN
2019-06-06,76.65,77.85,76.37,77.36,7277853,AMZN
2019-06-07,78.08,78.57,76.76,77.4,81807897,AMZN
2019-06-10,76.97,77.55,76.44,77.04,73678582,AMZN
2019-06-11,76.79,79.35,76.77,79.09,22715803,AMZN
2019-06-12,79.51,79.85,78.54,79.35,6433775,AMZN
2019-06-13,76.99,78.84,76.22,77.87,34118073,AMZN
2019-06-14,78.48,79.05,77.79,78.67,59939596,AMZN
2019-06-17,75.32,77.11,75.11,75.91,29567786,AMZN
2019-06-18,77.93,79.12,77.4,78.71,68650631,AMZN
2019-06-19,79.31,80.26,78.48,78.49,86708016,AMZN
2019-06-20,78.12,78.79,77.88,78.63,43234630,AMZN
2019-06-21,82.69,82.83,81.86,82.59,18266123,AMZN
2019-06-24,87.14,87.36,85.02,86.55,52464979,AMZN
2019-06-25,86.44,87.54,85.66,86.84,31434412,AMZN
2019-06-26,86.88,88.45,86.56,88.08,11907332,AMZN
2019-06-27,90.25,91.0,88.82,90.23,36478867,AMZN
2019-06-28,93.48,94.38,92.45,93.61,75869437,AMZN
2019-07-01,92.5,94.39,91.81,93.42,49845078,AMZN
2019-07-02,93.86,95.17,93.68,93.77,66101444,AMZN
2019-07-03,97.62,98.32,96.29,96.34,84657613,AMZN
2019-07-04,97.95,98.58,96.52,96.97,50354980,AMZN
2019-07-05,100.24,100.74,97.74,98.63,53256799,AMZN
2019-07-08,101.47,101.84,99.65,100.01,66106162,AMZN
2019-07-09,97.89,98.68,97.05,97.68,53631366,AMZN
2019-07-10,96.0,96.04,94.21,95.98,80810234,AMZN
2019-07-11,89.74,90.94,88.72,90.77,68781230,AMZN
2019-07-12,91.48,91.57,89.05,90.34,49758835,AMZN
2019-07-15,92.5,93.47,92.15,93.04,88342055,AMZN
2019-07-16,91.5,91.9,89.5,90.93,72265589,AMZN
2019-07-17,95.1,95.13,91.9,93.44,57702411,AMZN
2019-07-18,95.68,96.4,95.42,95.53,28172530,AMZN
2019-07-19,94.02,96.41,93.6,95.5,47309672,AMZN
2019-07-22,94.53,96.82,93.99,95.56,81205148,AMZN
2019-07-23,95.47,96.1,94.97,95.8,51329752,AMZN
2019-07-24,95.47,95.53,92.9,94.13,50359052,AMZN
2019-07-25,93.33,94.36,92.29,93.64,28831504,AMZN
2019-07-26,93.49,94.02,92.43,93.62,2710083,AMZN
2019-07-29,93.86,96.52,93.75,94.93,65345817,AMZN
2019-07-30,96.99,97.54,95.34,96.63,51835312,AMZN
2019-07-31,95.29,95.53,94.45,95.18,44444609,AMZN
2019-08-01,97.78,98.18,95.43,96.95,36616709,AMZN
2019-08-02,94.47,96.17,94.26,95.43,89210647,AMZN
2019-08-05,95.77,97.39,94.79,95.16,2180688,AMZN
2019-08-06,94.54,96.59,93.95,95.99,47523803,AMZN
2019-08-07,95.32,96.16,94.44,96.02,43338076,AMZN
2019-08-08,95.26,96.73,95.22,95.83,36921308,AMZN
2019-08-09,96.24,97.24,95.23,96.47,3514172,AMZN
2019-08-12,95.79,95.9,95.33,95.41,86027058,AMZN
2019-08-13,91.8,95.3,91.22,94.16,11560728,AMZN
2019-08-14,93.71,94.88,93.21,93.82,22494458,AMZN
2019-08-15,95.41,96.3,94.84,95.85,19487186,AMZN
2019-08-16,94.33,95.92,93.88,95.71,78823869,AMZN
2019-08-19,99.42,99.94,99.16,99.78,65204993,AMZN
2019-08-20,100.76,100.85,99.2,100.32,18498643,AMZN
2019-08-21,93.71,94.67,93.21,94.2,57017589,AMZN
2019-08-22,92.87,94.26,90.74,93.39,37824905,AMZN
2019-08-23,97.53,97.72,95.71,96.86,65230138,AMZN
2019-08-26,96.14,97.74,95.51,96.95,18873031,AMZN
2019-08-27,97.17,97.82,96.03,96.12,82382471,AMZN
2019-08-28,94.78,94.79,94.29,94.41,3178770,AMZN
2019-08-29,97.63,97.99,96.84,97.21,65011130,AMZN
2019-08-30,100.0,100.12,98.05,99.4,54209974,AMZN
2019-09-02,102.24,102.26,99.32,100.92,24878458,AMZN
2019-09-03,101.14,102.45,100.18,101.93,2184441,AMZN
2019-09-04,106.48,107.11,104.44,105.21,29094779,AMZN
2019-09-05,106.14,107.61,105.86,107.16,79443131,AMZN
2019-09-06,104.86,105.12,104.29,104.45,51426762,AMZN
2019-09-09,106.95,107.63,105.09,106.27,70746468,AMZN
2019-09-10,106.91,108.26,105.14,106.74,70654346,AMZN
2019-09-11,105.32,107.86,104.39,106.58,47748107,AMZN
2019-09-12,107.02,108.95,106.47,108.42,10483053,AMZN
2019-09-13,107.3,109.22,106.58,108.57,21121278,AMZN
2019-09-16,101.99,102.74,101.95,102.04,82348273,AMZN
2019-09-17,105.78,105.93,104.08,105.59,56971482,AMZN
2019-09-18,108.69,110.39,107.17,108.04,84808502,AMZN
2019-09-19,106.1,108.29,106.06,107.85,64663900,AMZN
2019-09-20,107.44,107.72,107.02,107.07,54455890,AMZN
2019-09-23,108.86,109.51,106.42,107.68,21350521,AMZN
2019-09-24,105.03,105.61,104.6,104.84,40629273,AMZN
2019-09-25,105.62,105.66,105.28,105.62,37338718,AMZN
2019-09-26,106.11,107.63,104.79,105.18,3610660,AMZN
2019-09-27,106.24,107.37,102.09,104.47,35095068,AMZN
2019-09-30,104.14,105.73,101.28,102.51,88949844,AMZN
2019-10-01,102.78,104.2,99.92,101.11,4529491,AMZN
2019-10-02,102.25,104.85,101.59,103.61,48653750,AMZN
2019-10-03,108.37,108.49,104.89,106.7,81236748,AMZN
2019-10-04,107.63,108.99,106.79,107.95,12971795,AMZN
2019-10-07,108.94,109.12,107.62,107.93,77835442,AMZN
2019-10-08,105.37,106.19,105.21,106.0,57700594,AMZN
2019-10-09,108.2,108.34,107.51,107.73,15428696,AMZN
2019-10-10,110.97,112.2,110.13,111.6,57906486,AMZN
2019-10-11,107.61,108.44,107.31,107.89,75690477,AMZN
2019-10-14,113.04,113.41,110.72,110.73,59403315,AMZN
2019-10-15,104.5,105.83,104.4,105.79,35555474,AMZN
2019-10-16,106.25,107.98,105.0,105.11,16641147,AMZN
2019-10-17,106.19,107.49,104.85,106.06,88618898,AMZN
2019-10-18,101.93,103.76,100.56,103.09,10856631,AMZN
2019-10-21,101.32,101.52,98.7,99.87,10709997,AMZN
2019-10-22,100.44,100.89,99.4,100.35,35748186,AMZN
2019-10-23,101.79,102.44,100.89,102.33,79839375,AMZN
2019-10-24,101.8,102.11,100.91,101.37,28013791,AMZN
2019-10-25,103.59,104.5,102.99,104.42,73707813,AMZN
2019-10-28,104.65,105.41,102.57,102.77,7204085,AMZN
2019-10-29,105.17,107.27,104.13,106.79,25589818,AMZN
2019-10-30,106.64,107.41,105.8,107.15,54899770,AMZN
2019-10-31,105.56,108.68,105.19,107.78,35974203,AMZN
2019-11-01,109.65,109.83,109.25,109.29,28104488,AMZN
2019-11-04,111.16,113.23,109.64,110.13,72661697,AMZN
2019-11-05,115.87,117.1,113.1,114.67,13307892,AMZN
2019-11-06,122.37,123.57,119.98,120.31,33860246,AMZN
2019-11-07,121.9,122.46,121.73,121.82,71183672,AMZN
2019-11-08,120.99,122.08,120.32,121.49,16260865,AMZN
2019-11-11,119.81,121.72,117.72,118.56,55454611,AMZN
2019-11-12,116.1,117.42,115.49,116.75,4802340,AMZN
2019-11-13,117.38,117.48,115.83,116.87,80020613,AMZN
2019-11-14,116.23,117.09,115.92,116.71,86363936,AMZN
2019-11-15,115.89,117.28,115.53,116.69,78564848,AMZN
2019-11-18,116.83,117.86,116.67,116.8,51171219,AMZN
2019-11-19,119.64,120.47,117.98,118.14,86572812,AMZN
2019-11-20,116.07,116.2,114.75,114.86,47690920,AMZN
2019-11-21,112.73,112.8,111.01,112.45,78088079,AMZN
2019-11-22,112.19,116.66,110.69,115.28,27813549,AMZN
2019-11-25,117.59,117.75,117.24,117.46,65335753,AMZN
2019-11-26,116.81,118.5,115.77,116.21,72804117,AMZN
2019-11-27,120.4,120.87,119.36,119.58,84083983,AMZN
2019-11-28,117.18,119.77,115.65,117.95,77063155,AMZN
2019-11-29,118.79,119.8,115.91,117.41,50138623,AMZN
2019-12-02,113.52,114.72,112.52,113.0,56286116,AMZN
2019-12-03,112.97,116.38,111.78,115.16,46552539,AMZN
2019-12-04,116.28,116.87,114.34,115.23,57312449,AMZN
2019-12-05,120.18,121.39,115.94,117.99,75297532,AMZN
2019-12-06,120.37,121.77,118.05,119.89,82983437,AMZN
2019-12-09,119.38,120.55,118.88,120.24,20320149,AMZN
2019-12-10,123.24,124.22,119.95,120.77,10745248,AMZN
2019-12-11,125.49,125.86,122.13,124.02,47626810,AMZN
2019-12-12,121.45,124.73,121.08,123.7,73316552,AMZN
2019-12-13,124.96,127.86,123.36,123.42,85444025,AMZN
2019-12-16,124.42,124.55,122.34,123.74,55927395,AMZN
2019-12-17,126.56,127.42,125.21,126.02,4232852,AMZN
2019-12-18,126.42,128.75,125.22,128.68,60415111,AMZN
2019-12-19,131.99,136.13,131.68,134.23,81615379,AMZN
2019-12-20,134.56,136.38,133.72,134.17,58113147,AMZN
2019-12-23,141.0,141.45,137.05,138.04,89686348,AMZN
2019-12-24,136.69,137.46,135.11,136.31,29118670,AMZN
2019-12-25,138.55,140.89,138.02,138.28,2878000,AMZN
2019-12-26,138.08,138.95,136.26,138.87,53727731,AMZN
2019-12-27,143.87,145.77,142.97,144.35,81948206,AMZN
2019-12-30,148.21,149.35,145.21,146.49,29605387,AMZN
2019-12-31,144.24,145.43,142.5,145.33,12659767,AMZN
2020-01-01,150.44,150.46,146.33,147.39,20308660,AMZN
2020-01-02,149.59,150.46,146.55,148.74,19061596,AMZN
2020-01-03,148.57,148.6,146.23,148.0,51176525,AMZN
2020-01-06,147.19,147.47,145.8,147.33,72410540,AMZN
2020-01-07,143.58,145.95,143.51,144.63,35298729,AMZN
2020-01-08,153.34,153.8,153.3,153.71,63166016,AMZN
2020-01-09,152.07,154.59,151.98,154.44,75633914,AMZN
2020-01-10,158.11,158.43,157.87,157.98,52050128,AMZN
2020-01-13,151.24,154.54,148.6,154.37,62303076,AMZN
2020-01-14,154.62,155.93,150.79,151.1,3369926,AMZN
2020-01-15,150.74,151.69,149.5,150.88,44486902,AMZN
2020-01-16,148.17,151.79,147.83,150.68,85119836,AMZN
2020-01-17,153.93,153.96,152.97,153.58,87012179,AMZN
2020-01-20,150.7,152.88,150.23,150.59,58826050,AMZN
2020-01-21,151.63,153.81,151.25,152.63,10592354,AMZN
2020-01-22,158.28,158.28,157.65,157.96,74690180,AMZN
2020-01-23,153.74,156.93,152.3,155.19,58581924,AMZN
2020-01-24,158.19,159.08,156.2,158.54,59041250,AMZN
2020-01-27,155.17,157.02,154.47,155.6,20770068,AMZN
2020-01-28,157.74,158.63,156.61,157.06,4020373,AMZN
2020-01-29,157.51,160.41,156.7,158.58,70856490,AMZN
2020-01-30,165.27,166.12,163.76,164.9,13964507,AMZN
2020-01-31,157.76,163.46,157.69,162.79,42056748,AMZN
2020-02-03,165.42,166.0,161.69,163.68,67276871,AMZN
2020-02-04,167.89,168.12,166.66,167.7,77103487,AMZN
2020-02-05,164.68,166.65,163.27,163.85,27893470,AMZN
2020-02-06,163.58,166.17,162.81,164.13,32795141,AMZN
2020-02-07,162.81,163.81,159.58,161.4,70558343,AMZN
2020-02-10,159.12,159.67,158.36,159.29,65542618,AMZN
2020-02-11,162.19,162.33,160.62,161.94,52585121,AMZN
2020-02-12,164.74,167.13,164.4,164.69,33647740,AMZN
2020-02-13,173.28,175.92,172.53,174.37,44481242,AMZN
2020-02-14,178.09,180.44,177.5,179.92,52490988,AMZN
2020-02-17,186.28,188.16,184.7,185.31,17283799,AMZN
2020-02-18,186.16,186.74,182.75,184.99,24491746,AMZN
2020-02-19,183.98,184.46,183.19,184.15,78194791,AMZN
2020-02-20,187.44,188.39,182.04,185.03,77391923,AMZN
2020-02-21,176.76,180.56,174.89,176.55,36295353,AMZN
2020-02-24,184.18,184.29,183.24,183.26,68412800,AMZN
2020-02-25,183.05,186.18,179.5,180.97,37067578,AMZN
2020-02-26,178.54,178.71,175.88,177.22,19857278,AMZN
2020-02-27,175.42,177.63,175.1,175.79,15787944,AMZN
2020-02-28,177.31,181.49,175.22,179.42,30461000,AMZN
2020-03-02,183.04,185.84,182.29,184.57,9272133,AMZN
2020-03-03,181.3,184.7,179.7,183.38,20094209,AMZN
2020-03-04,186.94,187.1,183.64,185.39,55250039,AMZN
2020-03-05,178.39,187.81,177.41,185.45,25083820,AMZN
